product_id,product_name,category,subcategory,cost_price
63,daily Footwear 446,Clothing,Footwear,9241.26
64,  ERGONOMIC AUDIO 751  ,Electronics,Audio,2248.3
65,smart Fiction 369,Books,Fiction,1274.19
66,essential Cameras 510,Electronics,Cameras,7853.4
67,eco Audio 606,Electronics,Audio,3089.47
68,wireless Decor 902,Home,Decor,7775.94
69,eco Women 136,Clothing,Women,9852.89
70,classic Men 898,Clothing,Men,10071.36
71,compact Business 115,Books,Business,1103.77
72,pro Computers 949,Electronics,Computers,8777.35
73,premium Furniture 720,Home,Furniture,6865.0
74,classic Fiction 279,Books,Fiction,1668.46
75,portable Computers 219,Electronics,Computers,14354.1
76,ergonomic Storage 676,Home,Storage,3709.64
77,eco Storage 571,Home,Storage,12941.39
78,classic Fiction 169,Books,Fiction,11846.75
79,daily Women 423,Clothing,Women,5348.2
80,premium Computers 394,Electronics,Computers,10131.57
81,compact Kitchen 282,Home,Kitchen,5354.79
82,pro Decor 799,Home,Decor,2917.3
83,pro Women 347,Clothing,Women,3165.14
84,urban Women 733,Clothing,Women,11701.76
85,eco Mobiles 779,Electronics,Mobiles,178.83
86,portable Cameras 735,Electronics,Cameras,13479.97
87,cotton Storage 882,Home,Storage,4261.58
88,wireless Women 638,Clothing,Women,7216.54
89,ergonomic Computers 981,Electronics,Computers,2688.02
90,  PORTABLE cAMERAS 805  ,Electronics,Cameras,5741.07
91,portable Computers 727,Electronics,Computers,2872.31
92,classic Decor 582,Home,Decor,5199.0
93,ergonomic Footwear 315,Clothing,Footwear,11302.76
94,classic Storage 561,Home,Storage,2036.6
95,pro Men 376,Clothing,Men,8365.67
96,cotton Business 919,Books,Business,2311.26
97,ergonomic Audio 611,Electronics,Audio,13407.59
98,classic Storage 356,Home,Storage,8552.09
99,  PRO fICTION 267  ,Books,Fiction,7189.97
100,pro Cameras 442,Electronics,Cameras,5455.77
101,wireless Furniture 521,Home,Furniture,13021.14
102,daily Women 391,Clothing,Women,10124.04
103,essential Education 180,Books,Education,4354.93
104,eco Women 927,Clothing,Women,6373.5
105,smart Fiction 265,Books,Fiction,4757.15
106,deluxe Furniture 760,Home,Furniture,13324.36
107,ergonomic Storage 271,Home,Storage,424.67
108,pro Kids 817,Clothing,Kids,3221.73
109,smart Fiction 165,Books,Fiction,7139.93
110,daily Mobiles 506,Electronics,Mobiles,14940.52
111,deluxe Computers 259,Electronics,Computers,13979.32
112,premium Technology 353,Books,Technology,6691.95
113,compact Women 958,Clothing,Women,604.51
114,urban Furniture 587,Home,Furniture,13073.8
115,cotton Storage 814,Home,Storage,8895.2
116,compact Education 755,Books,Education,4700.15
117,compact Storage 332,Home,Storage,6672.56
118,classic Storage 259,Home,Storage,81.38
119,classic Kids 580,Clothing,Kids,10341.53
120,classic Education 109,Books,Education,11985.63
121,compact Men 482,Clothing,Men,13241.86
122,premium Education 267,Books,Education,9718.18
123,classic Business 181,Books,Business,3654.26
124,eco Furniture 860,Home,Furniture,4090.82
125,cotton Men 239,Clothing,Men,9582.44
126,pro Technology 737,Books,Technology,4864.0
127,compact Men 122,Clothing,Men,1605.92
128,pro Decor 548,Home,Decor,3553.53
129,modern Men 322,Clothing,Men,4728.72
130,modern Technology 813,Books,Technology,5007.31
131,classic Men 894,Clothing,Men,8184.42
132,essential Women 961,Clothing,Women,5773.13
133,daily Mobiles 831,Electronics,Mobiles,11586.68
134,pro Business 134,Books,Business,11051.02
135,modern Audio 498,Electronics,Audio,4736.67
136,  ECO dECOR 845  ,Home,Decor,7852.22
137,eco Storage 405,Home,Storage,13321.79
138,premium Men 748,Clothing,Men,304.81
139,ergonomic Kitchen 908,Home,Kitchen,14535.02
140,portable Business 889,Books,Business,2432.86
141,essential Computers 877,Electronics,Computers,971.84
142,cotton Men 599,Clothing,Men,14726.6
143,  PRO STORAGE 297  ,Home,Storage,10888.04
144,modern Kitchen 823,Home,Kitchen,4477.14
145,deluxe Business 291,Books,Business,4909.32
146,urban Technology 951,Books,Technology,12919.57
147,compact Men 258,Clothing,Men,12305.72
148,wireless Storage 894,Home,Storage,5735.33
149,deluxe Men 977,Clothing,Men,9333.34
150,eco Kitchen 651,Home,Kitchen,2912.85
151,deluxe Business 389,Books,Business,9642.29
152,  COMPACT mOBILES 774  ,Electronics,Mobiles,2016.23
153,smart Audio 597,Electronics,Audio,554.71
154,compact Education 738,Books,Education,3898.6
155,  DELUXE dECOR 835  ,Home,Decor,3194.37
156,modern Fiction 920,Books,Fiction,5465.02
157,  DAILY tECHNOLOGY 825  ,Books,Technology,7972.99
158,smart Computers 321,Electronics,Computers,1529.02
159,premium Footwear 297,Clothing,Footwear,3791.54
160,pro Footwear 208,Clothing,Footwear,8682.33
161,essential Education 206,Books,Education,2771.52
162,eco Technology 261,Books,Technology,9030.74
163,compact Furniture 432,Home,Furniture,6232.16
164,deluxe Technology 346,Books,Technology,3271.81
165,modern Furniture 558,Home,Furniture,82.92
166,deluxe Computers 116,Electronics,Computers,14901.71
167,classic Kitchen 327,Home,Kitchen,4778.38
168,smart Decor 138,Home,Decor,2409.12
169,essential Furniture 696,Home,Furniture,3903.16
170,deluxe Kitchen 509,Home,Kitchen,3324.16
171,daily Computers 594,Electronics,Computers,12399.52
172,wireless Computers 848,Electronics,Computers,5772.67
173,portable Computers 936,Electronics,Computers,13959.27
174,pro Audio 768,Electronics,Audio,13935.51
175,  CLASSIC fICTION 636  ,Books,Fiction,2311.73
176,wireless Women 789,Clothing,Women,5941.81
177,premium Fiction 542,Books,Fiction,5963.29
178,smart Kids 587,Clothing,Kids,815.72
179,smart Technology 508,Books,Technology,11625.47
180,modern Women 672,Clothing,Women,5978.16
181,premium Women 173,Clothing,Women,6496.58
182,eco Mobiles 523,Electronics,Mobiles,5276.75
183,  DELUXE FURNITURE 771  ,Home,Furniture,14815.77
184,modern Business 145,Books,Business,3563.66
185,daily Decor 845,Home,Decor,1756.59
186,deluxe Audio 251,Electronics,Audio,12316.4
187,pro Computers 923,Electronics,Computers,6794.92
188,premium Computers 857,Electronics,Computers,3120.72
189,deluxe Storage 847,Home,Storage,10450.46
190,deluxe Cameras 779,Electronics,Cameras,3891.41
191,premium Computers 908,Electronics,Computers,4127.52
192,smart Fiction 497,Books,Fiction,9971.69
193,wireless Kitchen 399,Home,Kitchen,9769.21
194,compact Footwear 826,Clothing,Footwear,4786.6
195,premium Audio 612,Electronics,Audio,8445.46
196,premium Mobiles 642,Electronics,Mobiles,7389.8
197,portable Men 800,Clothing,Men,9408.45
198,daily Kids 163,Clothing,Kids,13189.86
199,premium Computers 255,Electronics,Computers,5941.27
200,pro Men 491,Clothing,Men,10195.68
201,premium Footwear 686,Clothing,Footwear,14560.41
202,compact Storage 234,Home,Storage,2147.56
203,classic Women 805,Clothing,Women,7895.18
204,essential Footwear 888,Clothing,Footwear,14000.81
205,smart Kids 670,Clothing,Kids,10814.05
206,urban Kids 249,Clothing,Kids,11500.29
207,classic Education 553,Books,Education,12339.74
208,daily Decor 292,Home,Decor,2836.42
209,deluxe Decor 337,Home,Decor,469.18
210,cotton Cameras 614,Electronics,Cameras,7073.95
211,urban Decor 496,Home,Decor,2131.69
212,wireless Women 518,Clothing,Women,304.01
213,premium Storage 860,Home,Storage,3106.28
214,cotton Men 549,Clothing,Men,7389.95
215,essential Storage 352,Home,Storage,11661.12
216,ergonomic Technology 726,Books,Technology,8613.26
217,modern Mobiles 567,Electronics,Mobiles,712.85
218,pro Footwear 140,Clothing,Footwear,7780.61
219,classic Audio 550,Electronics,Audio,4623.95
220,cotton Storage 532,Home,Storage,13791.97
221,urban Footwear 761,Clothing,Footwear,10861.89
222,daily Audio 699,Electronics,Audio,10466.02
223,ergonomic Footwear 431,Clothing,Footwear,2748.87
224,smart Footwear 356,Clothing,Footwear,9756.76
225,smart Men 216,Clothing,Men,9540.36
226,pro Cameras 910,Electronics,Cameras,9212.12
227,  COMPACT FOOTWEAR 489  ,Clothing,Footwear,5081.08
228,urban Women 248,Clothing,Women,10703.75
229,classic Technology 847,Books,Technology,6738.17
230,essential Men 234,Clothing,Men,132.71
231,modern Kitchen 609,Home,Kitchen,8189.04
232,premium Cameras 322,Electronics,Cameras,7177.62
233,smart Education 715,Books,Education,3731.12
234,wireless Decor 289,Home,Decor,9826.89
235,urban Audio 133,Electronics,Audio,12583.18
236,  ESSENTIAL FURNITURE 189  ,Home,Furniture,2739.47
237,modern Decor 867,Home,Decor,13977.68
238,portable Computers 477,Electronics,Computers,12318.35
239,classic Fiction 582,Books,Fiction,10443.72
240,compact Furniture 523,Home,Furniture,10461.78
241,deluxe Mobiles 847,Electronics,Mobiles,7971.88
242,pro Cameras 805,Electronics,Cameras,11839.72
243,deluxe Storage 968,Home,Storage,7918.84
244,deluxe Decor 676,Home,Decor,10959.44
245,daily Education 284,Books,Education,3552.21
246,  WIRELESS dECOR 221  ,Home,Decor,1839.45
247,ergonomic Footwear 146,Clothing,Footwear,8441.4
248,eco Men 306,Clothing,Men,3875.91
249,classic Computers 618,Electronics,Computers,11524.13
250,portable Computers 505,Electronics,Computers,9270.62
251,premium Audio 438,Electronics,Audio,13840.41
252,daily Education 136,Books,Education,7263.91
253,modern Technology 902,Books,Technology,13922.63
254,deluxe Computers 842,Electronics,Computers,8363.24
255,deluxe Audio 801,Electronics,Audio,13749.5
256,cotton Kitchen 387,Home,Kitchen,5140.15
257,deluxe Business 720,Books,Business,8960.26
258,pro Furniture 132,Home,Furniture,1375.02
259,modern Kids 949,Clothing,Kids,3304.81
260,smart Decor 483,Home,Decor,11684.63
261,compact Cameras 125,Electronics,Cameras,13581.94
262,portable Women 595,Clothing,Women,7892.53
263,daily Decor 992,Home,Decor,14735.52
264,pro Women 137,Clothing,Women,10728.07
265,classic Mobiles 145,Electronics,Mobiles,8946.77
266,modern Computers 147,Electronics,Computers,11511.41
267,deluxe Kitchen 876,Home,Kitchen,13390.66
268,premium Decor 393,Home,Decor,4841.71
269,classic Fiction 252,Books,Fiction,1787.75
270,compact Audio 458,Electronics,Audio,4124.1
271,cotton Decor 172,Home,Decor,13392.27
272,cotton Fiction 129,Books,Fiction,10158.4
273,wireless Cameras 188,Electronics,Cameras,2750.43
274,classic Technology 440,Books,Technology,10716.45
275,deluxe Cameras 234,Electronics,Cameras,12051.07
276,modern Fiction 417,Books,Fiction,10676.42
277,premium Education 329,Books,Education,13443.86
278,ergonomic Furniture 287,Home,Furniture,10004.49
279,  MODERN STORAGE 130  ,Home,Storage,7221.49
280,daily Kids 456,Clothing,Kids,1980.72
281,urban Cameras 831,Electronics,Cameras,4941.98
282,compact Computers 572,Electronics,Computers,6248.55
283,  MODERN WOMEN 493  ,Clothing,Women,10435.37
284,deluxe Education 906,Books,Education,10436.47
285,pro Men 828,Clothing,Men,7340.52
286,compact Technology 199,Books,Technology,2708.52
287,deluxe Fiction 211,Books,Fiction,8978.37
288,modern Technology 760,Books,Technology,1430.75
289,daily Men 250,Clothing,Men,6838.38
290,deluxe Storage 691,Home,Storage,3148.47
291,deluxe Furniture 913,Home,Furniture,4623.89
292,  SMART tECHNOLOGY 696  ,Books,Technology,6110.63
293,wireless Kids 478,Clothing,Kids,14521.06
294,smart Computers 981,Electronics,Computers,545.28
295,eco Education 425,Books,Education,6138.01
296,eco Business 277,Books,Business,2888.34
297,urban Technology 527,Books,Technology,14962.04
298,wireless Women 173,Clothing,Women,2228.42
299,cotton Education 186,Books,Education,12104.65
300,deluxe Education 284,Books,Education,6407.94
301,portable Education 331,Books,Education,9100.23
302,pro Business 613,Books,Business,13904.34
303,wireless Kitchen 681,Home,Kitchen,5579.19
304,cotton Fiction 847,Books,Fiction,14755.0
305,compact Storage 180,Home,Storage,9182.25
306,eco Footwear 859,Clothing,Footwear,10057.26
307,essential Kitchen 451,Home,Kitchen,240.89
308,deluxe Education 851,Books,Education,5345.48
309,cotton Furniture 136,Home,Furniture,8996.74
310,wireless Furniture 744,Home,Furniture,2602.66
311,daily Computers 855,Electronics,Computers,4359.29
312,compact Audio 178,Electronics,Audio,4225.5
313,classic Kids 978,Clothing,Kids,11142.12
314,eco Women 557,Clothing,Women,2696.96
315,cotton Footwear 918,Clothing,Footwear,573.71
316,deluxe Audio 941,Electronics,Audio,7479.55
317,premium Education 776,Books,Education,9592.61
318,wireless Kids 757,Clothing,Kids,12307.4
319,modern Audio 508,Electronics,Audio,7185.89
320,eco Footwear 822,Clothing,Footwear,3998.37
321,classic Fiction 916,Books,Fiction,10203.12
322,essential Mobiles 644,Electronics,Mobiles,14346.26
323,portable Technology 376,Books,Technology,1546.29
324,daily Education 791,Books,Education,11035.96
325,eco Kids 806,Clothing,Kids,4753.99
326,  URBAN MOBILES 169  ,Electronics,Mobiles,1630.3
327,premium Technology 842,Books,Technology,2960.75
328,wireless Mobiles 708,Electronics,Mobiles,12545.05
329,smart Mobiles 976,Electronics,Mobiles,5689.3
330,pro Men 288,Clothing,Men,7046.98
331,essential Cameras 383,Electronics,Cameras,10407.94
332,  COTTON fURNITURE 899  ,Home,Furniture,5791.36
333,classic Kitchen 932,Home,Kitchen,6653.38
334,deluxe Business 502,Books,Business,7421.49
335,premium Footwear 728,Clothing,Footwear,13696.13
336,  WIRELESS kITCHEN 174  ,Home,Kitchen,11676.38
337,cotton Cameras 768,Electronics,Cameras,13998.77
338,cotton Technology 816,Books,Technology,5918.65
339,modern Cameras 546,Electronics,Cameras,10938.29
340,wireless Audio 493,Electronics,Audio,12284.21
341,deluxe Fiction 648,Books,Fiction,5435.06
342,wireless Storage 747,Home,Storage,9734.35
343,smart Furniture 961,Home,Furniture,11516.3
344,compact Women 140,Clothing,Women,9938.15
345,essential Storage 209,Home,Storage,5440.18
346,pro Cameras 294,Electronics,Cameras,2960.94
347,ergonomic Footwear 164,Clothing,Footwear,9679.64
348,wireless Education 137,Books,Education,5118.76
349,smart Cameras 316,Electronics,Cameras,10036.36
350,pro Business 693,Books,Business,1154.74
351,eco Footwear 119,Clothing,Footwear,13776.84
352,pro Audio 764,Electronics,Audio,2649.96
353,urban Computers 912,Electronics,Computers,9199.49
354,smart Mobiles 609,Electronics,Mobiles,9265.18
355,ergonomic Audio 445,Electronics,Audio,14734.32
356,smart Technology 800,Books,Technology,2128.95
357,deluxe Men 277,Clothing,Men,1881.52
358,cotton Footwear 813,Clothing,Footwear,2541.89
359,cotton Men 202,Clothing,Men,9512.34
360,wireless Business 598,Books,Business,187.78
361,ergonomic Computers 810,Electronics,Computers,11606.64
362,cotton Women 755,Clothing,Women,6800.25
363,  DELUXE WOMEN 808  ,Clothing,Women,7538.32
364,  PORTABLE COMPUTERS 528  ,Electronics,Computers,1833.22
365,urban Computers 879,Electronics,Computers,7652.51
366,classic Business 154,Books,Business,11965.47
367,cotton Education 263,Books,Education,723.28
368,premium Furniture 545,Home,Furniture,9282.94
369,  SMART fICTION 858  ,Books,Fiction,2438.04
370,  COMPACT CAMERAS 218  ,Electronics,Cameras,6716.73
371,premium Storage 865,Home,Storage,4939.22
372,premium Computers 200,Electronics,Computers,6235.92
373,  ESSENTIAL fOOTWEAR 325  ,Clothing,Footwear,890.74
374,premium Business 724,Books,Business,5858.97
375,pro Footwear 298,Clothing,Footwear,14635.29
376,cotton Kids 132,Clothing,Kids,970.0
377,urban Men 576,Clothing,Men,2634.32
378,essential Decor 402,Home,Decor,11860.04
379,smart Women 521,Clothing,Women,7379.06
380,urban Footwear 573,Clothing,Footwear,10971.86
381,portable Women 544,Clothing,Women,13385.99
382,  ERGONOMIC MEN 145  ,Clothing,Men,11547.61
383,compact Cameras 503,Electronics,Cameras,11986.42
384,modern Cameras 346,Electronics,Cameras,11315.93
385,cotton Business 467,Books,Business,9742.79
386,modern Mobiles 785,Electronics,Mobiles,10573.3
387,modern Cameras 890,Electronics,Cameras,10570.77
388,eco Kids 575,Clothing,Kids,100.35
389,essential Cameras 807,Electronics,Cameras,568.1
390,pro Technology 727,Books,Technology,11933.62
391,pro Computers 156,Electronics,Computers,13657.26
392,smart Kitchen 492,Home,Kitchen,9317.47
393,cotton Furniture 763,Home,Furniture,1079.73
394,portable Women 344,Clothing,Women,9763.65
395,portable Women 461,Clothing,Women,7593.2
396,wireless Technology 164,Books,Technology,6829.97
397,pro Cameras 644,Electronics,Cameras,8030.2
398,deluxe Storage 476,Home,Storage,14184.85
399,essential Audio 568,Electronics,Audio,5908.98
400,smart Kids 211,Clothing,Kids,1751.41
401,cotton Footwear 995,Clothing,Footwear,14285.4
402,ergonomic Computers 798,Electronics,Computers,2049.85
403,modern Storage 855,Home,Storage,4429.43
404,urban Mobiles 921,Electronics,Mobiles,14215.93
405,deluxe Storage 451,Home,Storage,11819.42
406,modern Education 411,Books,Education,13482.37
407,daily Decor 366,Home,Decor,5628.78
408,cotton Kitchen 461,Home,Kitchen,14346.71
409,cotton Kids 279,Clothing,Kids,10417.46
410,  PREMIUM WOMEN 219  ,Clothing,Women,1966.98
411,cotton Furniture 310,Home,Furniture,597.56
412,cotton Furniture 481,Home,Furniture,14633.95
413,essential Kitchen 125,Home,Kitchen,7531.3
414,essential Footwear 427,Clothing,Footwear,14554.64
415,modern Furniture 396,Home,Furniture,11332.09
416,portable Footwear 805,Clothing,Footwear,7226.4
417,eco Audio 664,Electronics,Audio,449.95
418,portable Footwear 194,Clothing,Footwear,9153.62
419,daily Women 885,Clothing,Women,416.43
420,compact Fiction 503,Books,Fiction,4820.95
421,ergonomic Computers 251,Electronics,Computers,6460.4
422,wireless Technology 391,Books,Technology,4676.63
423,premium Fiction 845,Books,Fiction,11143.59
424,classic Education 267,Books,Education,14557.78
425,cotton Education 955,Books,Education,1364.28
426,modern Kids 988,Clothing,Kids,5084.42
427,wireless Fiction 519,Books,Fiction,4158.07
428,pro Footwear 681,Clothing,Footwear,2122.95
429,classic Footwear 667,Clothing,Footwear,12356.16
430,modern Furniture 672,Home,Furniture,3429.84
431,classic Audio 407,Electronics,Audio,12526.91
432,eco Fiction 781,Books,Fiction,6303.98
433,wireless Business 222,Books,Business,7436.31
434,deluxe Computers 592,Electronics,Computers,13035.72
435,portable Fiction 624,Books,Fiction,341.77
436,deluxe Decor 159,Home,Decor,6958.78
437,cotton Kids 154,Clothing,Kids,6339.15
438,classic Kitchen 398,Home,Kitchen,14049.85
439,daily Women 196,Clothing,Women,2573.67
440,urban Furniture 965,Home,Furniture,4572.0
441,compact Kitchen 693,Home,Kitchen,2224.27
442,portable Kids 897,Clothing,Kids,5157.47
443,premium Men 258,Clothing,Men,12487.08
444,modern Cameras 178,Electronics,Cameras,2037.98
445,portable Cameras 419,Electronics,Cameras,2154.09
446,cotton Technology 826,Books,Technology,11187.35
447,cotton Audio 977,Electronics,Audio,10345.66
448,premium Decor 233,Home,Decor,6418.09
449,wireless Mobiles 893,Electronics,Mobiles,6514.21
450,wireless Men 912,Clothing,Men,8930.19
451,  ESSENTIAL FICTION 359  ,Books,Fiction,233.26
452,essential Mobiles 716,Electronics,Mobiles,13525.53
453,wireless Kids 192,Clothing,Kids,11213.27
454,portable Furniture 264,Home,Furniture,11729.57
455,smart Men 939,Clothing,Men,288.65
456,classic Women 275,Clothing,Women,8093.93
457,essential Audio 616,Electronics,Audio,7162.76
458,eco Footwear 209,Clothing,Footwear,5373.95
459,premium Education 626,Books,Education,1763.65
460,modern Kitchen 212,Home,Kitchen,7477.58
461,  COMPACT FURNITURE 839  ,Home,Furniture,1806.58
462,deluxe Storage 853,Home,Storage,14644.59
463,compact Business 517,Books,Business,12842.06
464,essential Men 961,Clothing,Men,14091.1
465,wireless Decor 790,Home,Decor,1649.16
466,smart Fiction 246,Books,Fiction,10449.95
467,smart Audio 472,Electronics,Audio,5132.38
468,premium Fiction 958,Books,Fiction,7526.72
469,portable Storage 587,Home,Storage,14256.07
470,cotton Technology 886,Books,Technology,1903.08
471,premium Education 743,Books,Education,523.47
472,  MODERN MOBILES 794  ,Electronics,Mobiles,9100.39
473,classic Decor 736,Home,Decor,11421.76
474,premium Education 400,Books,Education,7394.54
475,daily Furniture 980,Home,Furniture,343.64
476,essential Cameras 221,Electronics,Cameras,4773.22
477,  MODERN eDUCATION 136  ,Books,Education,12916.58
478,modern Decor 541,Home,Decor,10758.59
479,deluxe Fiction 791,Books,Fiction,8342.46
480,compact Education 974,Books,Education,911.6
481,deluxe Storage 486,Home,Storage,5343.24
482,wireless Furniture 128,Home,Furniture,1992.72
483,daily Furniture 859,Home,Furniture,11496.69
484,smart Storage 538,Home,Storage,5411.9
485,eco Kitchen 350,Home,Kitchen,9749.4
486,urban Mobiles 412,Electronics,Mobiles,2613.11
487,modern Kitchen 773,Home,Kitchen,8555.3
488,wireless Technology 812,Books,Technology,411.77
489,deluxe Storage 499,Home,Storage,1538.07
490,pro Fiction 791,Books,Fiction,7491.23
491,deluxe Decor 406,Home,Decor,6584.99
492,urban Fiction 970,Books,Fiction,4367.34
493,deluxe Computers 511,Electronics,Computers,9398.62
494,deluxe Mobiles 444,Electronics,Mobiles,8531.11
495,premium Education 455,Books,Education,9800.93
496,ergonomic Furniture 779,Home,Furniture,3065.15
497,deluxe Technology 627,Books,Technology,11470.56
498,eco Men 820,Clothing,Men,2863.16
499,eco Business 943,Books,Business,7052.05
500,compact Fiction 305,Books,Fiction,2284.34
501,urban Kids 545,Clothing,Kids,12913.97
502,urban Audio 522,Electronics,Audio,4362.71
503,eco Kids 715,Clothing,Kids,3638.17
504,wireless Women 351,Clothing,Women,4713.27
505,ergonomic Education 762,Books,Education,3093.7
506,wireless Decor 364,Home,Decor,4224.36
507,pro Men 597,Clothing,Men,905.48
508,deluxe Computers 405,Electronics,Computers,13516.58
509,eco Technology 773,Books,Technology,6001.67
510,smart Women 684,Clothing,Women,13999.4
511,essential Storage 192,Home,Storage,1904.37
512,urban Furniture 698,Home,Furniture,12103.16
513,premium Footwear 247,Clothing,Footwear,3274.5
514,ergonomic Storage 360,Home,Storage,914.41
515,portable Kitchen 658,Home,Kitchen,10266.46
516,portable Decor 586,Home,Decor,12334.77
517,urban Mobiles 857,Electronics,Mobiles,14117.46
518,compact Kids 493,Clothing,Kids,14380.58
519,compact Kitchen 987,Home,Kitchen,6680.65
520,essential Cameras 361,Electronics,Cameras,14049.93
521,premium Kids 980,Clothing,Kids,13745.09
522,daily Storage 134,Home,Storage,1275.01
523,pro Education 522,Books,Education,5044.22
524,urban Fiction 264,Books,Fiction,7634.51
525,deluxe Storage 846,Home,Storage,11087.76
526,daily Fiction 153,Books,Fiction,2821.4
527,wireless Business 510,Books,Business,4638.77
528,cotton Mobiles 355,Electronics,Mobiles,14547.4
529,daily Footwear 427,Clothing,Footwear,13112.71
530,cotton Kids 803,Clothing,Kids,4967.5
531,smart Decor 524,Home,Decor,5950.93
532,wireless Business 123,Books,Business,9734.83
533,modern Men 303,Clothing,Men,12789.32
534,deluxe Cameras 539,Electronics,Cameras,2306.83
535,  DELUXE dECOR 220  ,Home,Decor,11618.52
536,smart Education 329,Books,Education,2922.92
537,pro Furniture 606,Home,Furniture,6515.12
538,urban Women 389,Clothing,Women,2905.3
539,  DAILY fOOTWEAR 249  ,Clothing,Footwear,3593.45
540,portable Business 696,Books,Business,6915.81
541,cotton Cameras 992,Electronics,Cameras,10419.91
542,pro Footwear 533,Clothing,Footwear,3902.89
543,wireless Mobiles 440,Electronics,Mobiles,7106.31
544,wireless Kitchen 359,Home,Kitchen,5763.59
545,  COTTON TECHNOLOGY 672  ,Books,Technology,2614.41
546,essential Technology 579,Books,Technology,4814.38
547,classic Business 219,Books,Business,14679.47
548,pro Technology 469,Books,Technology,4301.25
549,compact Furniture 420,Home,Furniture,2541.56
550,compact Business 973,Books,Business,9578.85
451,  ESSENTIAL FICTION 359  ,Books,Fiction,233.26
55,deluxe Computers 997,Electronics,Computers,3926.45
194,compact Footwear 826,Clothing,Footwear,4786.6
153,smart Audio 597,Electronics,Audio,554.71
