order_id,product_id,new_name,category,price,final_price,status,user_id
33,1033,Pen v1,Office Supplies,565.33,566.0106,Completed,10661.0
34,1034,,Office Supplies,2568.95,2811.9754000000003,Completed,14717.0
37,1037,Shirt v1,Clothing,4047.1,4448.8596,Completed,10330.0
38,1038,Desk v1,Furniture,975.24,779.4018,Completed,14964.0
41,1041,Sofa v1,Furniture,3566.98,3134.7407999999996,Completed,13569.0
43,1043,,Clothing,1581.36,1513.5152,Completed,14021.0
44,1044,Jacket v1,Clothing,3353.87,3187.7936,Completed,13718.0
45,1045,Microwave v1,Home Appliances,4367.87,4388.6088,Completed,11591.0
46,1046,Shirt v1,Clothing,2258.67,1807.1345999999999,Completed,12330.0
47,1047,Mobile v1,Electronics,617.3,546.3399999999999,Completed,14611.0
49,1049,Shirt v1,Clothing,1031.42,1122.9942,Completed,14865.0
52,1052,Shirt v1,Clothing,6864.72,5679.764799999999,Completed,12208.0
53,1053,Jeans v1,Clothing,6077.75,4825.964,Completed,12631.0
54,1054,Notebook v1,Office Supplies,1961.93,1936.5334,Completed,14445.0
55,1055,Notebook v1,Office Supplies,4095.92,3293.5923999999995,Completed,14988.0
56,1056,Laptop v1,Electronics,6359.37,5593.908,Completed,12240.0
57,1057,Pen v1,Office Supplies,2043.05,1715.2597999999998,Completed,10022.0
58,1058,Sofa v1,Furniture,2408.95,2040.1727999999998,Completed,11546.0
59,1059,Tablet v1,Electronics,5589.6,5399.455800000001,Completed,14115.0
60,1060,Vacuum v1,Home Appliances,1162.71,951.5047999999999,Completed,12172.0
61,1061,Printer v1,Office Supplies,298.2,325.5738,Completed,10807.0
63,1063,Pen v1,Office Supplies,4054.12,3806.3614,Completed,14478.0
64,1064,Shoes v1,Clothing,7165.6,5896.3774,Completed,12941.0
65,1065,Shirt v1,Clothing,5344.82,4426.5812,Completed,11558.0
66,1066,Mobile v1,Electronics,319.93,310.9182,Completed,13404.0
68,1068,Fan v1,Home Appliances,217.22,198.47599999999997,Completed,13122.0
69,1069,Fan v1,Home Appliances,582.16,483.5168,Completed,10372.0
73,1073,Mixer v1,Home Appliances,6386.45,5827.8784,Completed,10122.0
74,1074,Laptop v1,Electronics,708.51,775.1184,Completed,10894.0
75,1075,Shoes v1,Clothing,7146.52,5891.8344,Completed,13634.0
77,1077,Marker v1,Office Supplies,2208.12,2077.6967999999997,Completed,12561.0
78,1078,Mobile v1,Electronics,792.38,676.3405999999999,Completed,14601.0
79,1079,Tablet v1,Electronics,776.77,717.0151999999999,Completed,10887.0
80,1080,Notebook v1,Office Supplies,1344.41,1161.1671999999999,Completed,11487.0
81,1081,Laptop v1,Electronics,2603.54,2740.9748,Completed,11275.0
82,1082,Marker v1,Office Supplies,1480.69,1364.4222,Completed,14859.0
83,1083,Mobile v1,Electronics,6602.72,5583.8661999999995,Completed,10064.0
84,1084,Fan v1,Home Appliances,4621.07,5100.726999999999,Completed,12565.0
85,1085,Notebook v1,Office Supplies,5347.8,4751.2464,Completed,10868.0
86,1086,Jeans v1,Clothing,633.11,559.6268,Completed,12863.0
88,1088,Jacket v1,Clothing,542.81,512.828,Completed,14157.0
89,1089,Mobile v1,Electronics,4354.79,3473.4598,Completed,14957.0
91,1091,Shirt v1,Clothing,3468.71,3344.1436,Completed,10668.0
92,1092,,Furniture,2736.18,2295.9613999999997,Completed,13469.0
93,1093,Pen v1,Office Supplies,1016.56,1013.8914,Completed,12759.0
95,1095,Shoes v1,Clothing,4993.95,4617.1158,Completed,14954.0
97,1097,Fan v1,Home Appliances,6060.86,5868.3405999999995,Completed,12747.0
98,1098,Marker v1,Office Supplies,221.52,227.8816,Completed,10911.0
99,1099,,Office Supplies,3197.59,3568.3435999999997,Completed,11177.0
100,1100,Tablet v1,Electronics,3883.15,3263.8799999999997,Completed,13852.0
101,1101,Tablet v1,Electronics,3640.67,3917.3758,Completed,12887.0
102,1102,Pen v1,Office Supplies,5321.35,4258.1716,Completed,11635.0
103,1103,Printer v1,Office Supplies,1254.72,1222.9638,Completed,13015.0
104,1104,Sofa v1,Furniture,5942.28,5462.361599999999,Completed,14936.0
105,1105,Jacket v1,Clothing,4068.58,4267.5289999999995,Completed,12889.0
106,1106,Headphones v1,Electronics,5457.33,4749.9366,Completed,11035.0
107,1107,Laptop v1,Electronics,2679.3,2268.9865999999997,Completed,12576.0
108,1108,Vacuum v1,Home Appliances,5326.94,4598.8494,Completed,14024.0
109,1109,Tablet v1,Electronics,541.14,493.47599999999994,Completed,12962.0
110,1110,Tablet v1,Electronics,5242.22,4764.7692,Completed,13262.0
112,1112,Laptop v1,Electronics,1314.22,1054.4951999999998,Completed,10647.0
113,1113,Mixer v1,Home Appliances,5276.65,5562.366599999999,Completed,14618.0
114,1114,Jeans v1,Clothing,4116.75,3812.6508,Completed,12007.0
115,1115,Sofa v1,Furniture,2858.26,2803.4085999999998,Completed,12830.0
116,1116,Sofa v1,Furniture,2564.17,2717.5636,Completed,13426.0
117,1117,Jeans v1,Clothing,6275.45,5876.695,Completed,13222.0
118,1118,Shoes v1,Clothing,3906.94,3221.1404,Completed,12997.0
119,1119,Jacket v1,Clothing,3583.72,3033.6029999999996,Completed,10793.0
122,1122,Vacuum v1,Home Appliances,5507.86,4644.7514,Completed,13936.0
124,1124,Desk v1,Furniture,2980.66,2883.9435999999996,Completed,12903.0
126,1126,Shirt v1,Clothing,6081.12,4849.859,Completed,10648.0
127,1127,Fan v1,Home Appliances,878.75,749.5478,Completed,14351.0
129,1129,,Furniture,4994.03,5219.139999999999,Completed,12372.0
130,1130,Shoes v1,Clothing,5383.04,5038.824199999999,Completed,13760.0
131,1131,Microwave v1,Home Appliances,6243.68,5068.241599999999,Completed,13284.0
132,1132,Tablet v1,Electronics,2678.47,2701.02,Completed,12946.0
133,1133,Fan v1,Home Appliances,5427.76,5415.0671999999995,Completed,13918.0
134,1134,Pen v1,Office Supplies,5480.49,4481.8996,Completed,12964.0
135,1135,Desk v1,Furniture,5353.7,5058.636399999999,Completed,14181.0
137,1137,Notebook v1,Office Supplies,1090.85,1158.6537999999998,Completed,13093.0
138,1138,Laptop v1,Electronics,1079.07,854.3199999999999,Completed,14461.0
139,1139,Jeans v1,Clothing,5036.93,4798.3992,Completed,10827.0
140,1140,Headphones v1,Electronics,3813.85,3238.8876,Completed,11919.0
141,1141,Table v1,Furniture,3280.78,3131.8734,Completed,13500.0
143,1143,Marker v1,Office Supplies,1472.55,1522.2117999999998,Completed,14388.0
144,1144,Mobile v1,Electronics,4749.24,4305.938,Completed,10126.0
145,1145,Desk v1,Furniture,3924.41,3310.1241999999997,Completed,12143.0
146,1146,Jeans v1,Clothing,2773.41,2511.3468000000003,Completed,14533.0
147,1147,Sofa v1,Furniture,4126.04,3301.817,Completed,14019.0
148,1148,Pen v1,Office Supplies,380.28,313.5732,Completed,11896.0
150,1150,Mobile v1,Electronics,1338.99,1227.7546,Completed,13057.0
151,1151,Mobile v1,Electronics,2543.39,2310.9002,Completed,14095.0
152,1152,Mixer v1,Home Appliances,6148.99,5329.163199999999,Completed,10610.0
153,1153,Shirt v1,Clothing,1144.73,951.7171999999999,Completed,14620.0
155,1155,Tablet v1,Electronics,1581.86,1437.0984,Completed,14800.0
157,1157,Laptop v1,Electronics,3623.11,3338.4914,Completed,14541.0
158,1158,Marker v1,Office Supplies,6580.74,5328.3726,Completed,13119.0
159,1159,Printer v1,Office Supplies,2681.96,2917.8214,Completed,11602.0
160,1160,Printer v1,Office Supplies,3139.53,2607.8235999999997,Completed,14942.0
161,1161,Shoes v1,Clothing,2753.58,2292.3505999999998,Completed,11637.0
162,1162,Sofa v1,Furniture,628.26,517.8783999999999,Completed,12481.0
163,1163,Marker v1,Office Supplies,3781.09,3047.232,Completed,12946.0
164,1164,Table v1,Furniture,4043.46,3660.5015999999996,Completed,10087.0
167,1167,Laptop v1,Electronics,1071.37,1126.6876,Completed,13319.0
168,1168,Sofa v1,Furniture,139.67,143.73579999999998,Completed,14399.0
169,1169,Fan v1,Home Appliances,2228.66,2387.6946,Completed,12437.0
170,1170,Shirt v1,Clothing,4476.78,4127.4511999999995,Completed,13144.0
171,1171,Microwave v1,Home Appliances,938.29,929.191,Completed,12942.0
172,1172,Vacuum v1,Home Appliances,3436.87,2961.1628,Completed,14632.0
174,1174,Pen v1,Office Supplies,4981.89,4373.4812,Completed,12153.0
176,1176,Shirt v1,Clothing,6887.39,5430.3246,Completed,12639.0
177,1177,Shoes v1,Clothing,661.6,554.6353999999999,Completed,12280.0
178,1178,Mobile v1,Electronics,4062.73,3958.074,Completed,13520.0
179,1179,Microwave v1,Home Appliances,6242.6,5288.0048,Completed,11018.0
180,1180,Desk v1,Furniture,6333.51,5173.9106,Completed,13047.0
184,1184,Shoes v1,Clothing,1761.07,1550.6970000000001,Completed,10220.0
185,1185,Sofa v1,Furniture,534.21,433.5202,Completed,11975.0
186,1186,Jeans v1,Clothing,2801.95,2551.4314,Completed,14812.0
187,1187,Fan v1,Home Appliances,3847.08,4175.866599999999,Completed,10685.0
188,1188,Shoes v1,Clothing,4857.09,4157.7418,Completed,13560.0
190,1190,Tablet v1,Electronics,3115.8,3146.9302,Completed,14185.0
192,1192,Pen v1,Office Supplies,2940.17,2524.7987999999996,Completed,14113.0
193,1193,Notebook v1,Office Supplies,4628.71,4590.5304,Completed,13023.0
196,1196,Notebook v1,Office Supplies,1070.23,889.9796,Completed,11071.0
197,1197,Shoes v1,Clothing,531.77,549.8446,Completed,11347.0
199,1199,Jacket v1,Clothing,6836.12,5623.0186,Completed,13786.0
201,1201,Tablet v1,Electronics,5060.53,5566.2724,Completed,10242.0
202,1202,Shoes v1,Clothing,4127.79,3668.7616,Completed,13925.0
203,1203,Chair v1,Furniture,2408.31,2194.387,Completed,13182.0
204,1204,Headphones v1,Electronics,7438.58,5897.722599999999,Completed,14372.0
205,1205,Vacuum v1,Home Appliances,1267.77,1136.2102,Completed,12881.0
207,1207,Shirt v1,Clothing,4350.78,3509.7684,Completed,13061.0
208,1208,Desk v1,Furniture,6451.95,5672.543199999999,Completed,14825.0
209,1209,Headphones v1,Electronics,4469.11,3601.0059999999994,Completed,11153.0
210,1210,Shoes v1,Clothing,1535.51,1330.391,Completed,10011.0
211,1211,Marker v1,Office Supplies,2759.41,2288.256,Completed,10604.0
212,1212,Tablet v1,Electronics,962.84,1048.3473999999999,Completed,10254.0
213,1213,Tablet v1,Electronics,2735.74,2484.4545999999996,Completed,11946.0
215,1215,Shoes v1,Clothing,5243.98,5292.181999999999,Completed,13125.0
216,1216,Shirt v1,Clothing,3669.13,3977.3079999999995,Completed,14832.0
217,1217,Pen v1,Office Supplies,709.02,574.5183999999999,Completed,14682.0
219,1219,Vacuum v1,Home Appliances,3871.05,3122.8345999999997,Completed,13438.0
220,1220,Mobile v1,Electronics,6376.54,5206.9506,Completed,14989.0
223,1223,Chair v1,Furniture,2870.16,3048.294,Completed,11580.0
225,1225,Jeans v1,Clothing,4549.49,4922.0868,Completed,14688.0
226,1226,Shoes v1,Clothing,209.68,169.44799999999998,Completed,12068.0
228,1228,Fan v1,Home Appliances,679.28,743.0578,Completed,12448.0
231,1231,Shirt v1,Clothing,1722.37,1409.2857999999999,Completed,14797.0
235,1235,Chair v1,Furniture,4255.58,4359.698799999999,Completed,13143.0
237,1237,Microwave v1,Home Appliances,5041.36,4229.6392,Completed,10393.0
238,1238,Marker v1,Office Supplies,1828.07,1579.3356,Completed,10828.0
239,1239,Mixer v1,Home Appliances,5026.27,4655.4776,Completed,14286.0
240,1240,Pen v1,Office Supplies,1318.7,1473.9144,Completed,10738.0
243,1243,Marker v1,Office Supplies,1031.71,884.1857999999999,Completed,13955.0
245,1245,Microwave v1,Home Appliances,3635.98,3142.5878,Completed,12833.0
246,1246,Mobile v1,Electronics,6105.09,5026.0212,Completed,11974.0
247,1247,Pen v1,Office Supplies,2977.4,2686.3054,Completed,10973.0
248,1248,Mixer v1,Home Appliances,6443.21,5687.057199999999,Completed,13738.0
249,1249,Shoes v1,Clothing,2534.89,2734.5437999999995,Completed,12392.0
250,1250,Sofa v1,Furniture,3508.88,3649.9406,Completed,11562.0
251,1251,Headphones v1,Electronics,3814.9,3525.427,Completed,13546.0
252,1252,Microwave v1,Home Appliances,2638.23,2357.9822,Completed,14989.0
253,1253,Pen v1,Office Supplies,4422.57,3601.7965999999997,Completed,14535.0
256,1256,Laptop v1,Electronics,3667.25,3072.1535999999996,Completed,13413.0
257,1257,Jeans v1,Clothing,6242.48,5388.210399999999,Completed,11586.0
258,1258,Mixer v1,Home Appliances,2860.63,2595.6342,Completed,12708.0
259,1259,Tablet v1,Electronics,3027.26,3299.0204,Completed,14265.0
260,1260,Jeans v1,Clothing,2092.81,2036.9514,Completed,10073.0
262,1262,Jeans v1,Clothing,550.41,594.1182,Completed,10537.0
263,1263,Sofa v1,Furniture,3671.69,4084.6998,Completed,10445.0
264,1264,Marker v1,Office Supplies,2482.3,2456.524,Completed,10519.0
265,1265,Tablet v1,Electronics,730.48,618.1784,Completed,10253.0
268,1268,Notebook v1,Office Supplies,470.59,507.4943999999999,Completed,11051.0
269,1269,Shoes v1,Clothing,3705.26,3681.6944,Completed,12592.0
270,1270,Jacket v1,Clothing,5334.5,4356.0526,Completed,12503.0
272,1272,Fan v1,Home Appliances,4735.15,4600.1946,Completed,13807.0
273,1273,Microwave v1,Home Appliances,1148.53,1038.6242,Completed,10332.0
274,1274,Table v1,Furniture,6651.51,5425.3096,Completed,14272.0
276,1276,Mixer v1,Home Appliances,988.66,1075.5346,Completed,11290.0
277,1277,Headphones v1,Electronics,1271.24,1336.291,Completed,11048.0
278,1278,Chair v1,Furniture,5925.08,5451.588199999999,Completed,12323.0
279,1279,Desk v1,Furniture,1048.82,943.1621999999999,Completed,11374.0
280,1280,Marker v1,Office Supplies,232.83,213.7688,Completed,10789.0
281,1281,Mixer v1,Home Appliances,4849.61,3930.6036,Completed,13447.0
282,1282,Printer v1,Office Supplies,956.16,892.1153999999999,Completed,14455.0
283,1283,Mixer v1,Home Appliances,4496.23,3902.5904,Completed,11268.0
284,1284,Jacket v1,Clothing,2980.5,2507.2876,Completed,14546.0
285,1285,Chair v1,Furniture,5815.93,4645.9432,Completed,12773.0
287,1287,Shirt v1,Clothing,2660.69,2976.4437999999996,Completed,14912.0
288,1288,Chair v1,Furniture,6982.41,5881.592,Completed,11641.0
289,1289,Fan v1,Home Appliances,1793.18,1426.4429999999998,Completed,11434.0
291,1291,Headphones v1,Electronics,4985.68,4172.1968,Completed,10080.0
292,1292,Laptop v1,Electronics,2661.37,2162.1612,Completed,11636.0
293,1293,Fan v1,Home Appliances,746.05,811.132,Completed,14436.0
294,1294,Shoes v1,Clothing,1694.22,1738.5058,Completed,13467.0
295,1295,Notebook v1,Office Supplies,3669.48,4103.0134,Completed,12963.0
296,1296,Fan v1,Home Appliances,2912.18,3001.8845999999994,Completed,13693.0
298,1298,Printer v1,Office Supplies,4614.45,5081.8588,Completed,12084.0
299,1299,Jacket v1,Clothing,2558.08,2498.8034,Completed,12332.0
300,1300,Printer v1,Office Supplies,6897.15,5649.0258,Completed,10585.0
301,1301,Vacuum v1,Home Appliances,5781.96,4633.5886,Completed,11371.0
302,1302,Desk v1,Furniture,836.15,670.4878,Completed,13253.0
304,1304,Printer v1,Office Supplies,6616.1,5723.8967999999995,Completed,14621.0
305,1305,Microwave v1,Home Appliances,1987.35,1898.089,Completed,14288.0
306,1306,Marker v1,Office Supplies,5428.86,4546.2568,Completed,13061.0
309,1309,Laptop v1,Electronics,197.58,203.137,Completed,13799.0
310,1310,Tablet v1,Electronics,3125.41,3258.7351999999996,Completed,12040.0
311,1311,Notebook v1,Office Supplies,2975.03,2367.906,Completed,14503.0
314,1314,Jacket v1,Clothing,1422.09,1233.7253999999998,Completed,13976.0
315,1315,Table v1,Furniture,3450.06,2826.2534,Completed,14352.0
316,1316,Vacuum v1,Home Appliances,3807.43,3701.3059999999996,Completed,10519.0
317,1317,Microwave v1,Home Appliances,2518.92,2487.4872,Completed,11064.0
319,1319,Notebook v1,Office Supplies,5430.0,4416.7872,Completed,10334.0
320,1320,Mobile v1,Electronics,2260.3,2345.9815999999996,Completed,14573.0
323,1323,Shirt v1,Clothing,1373.6,1360.1034,Completed,14675.0
324,1324,Jacket v1,Clothing,1606.56,1599.5961999999997,Completed,10633.0
327,1327,Mixer v1,Home Appliances,1865.64,1793.5292,Completed,14682.0
328,1328,Desk v1,Furniture,1314.74,1263.4614,Completed,11986.0
329,1329,Headphones v1,Electronics,2157.81,2131.9177999999997,Completed,12865.0
330,1330,Desk v1,Furniture,5466.72,4499.222,Completed,11210.0
332,1332,Notebook v1,Office Supplies,449.9,465.5572,Completed,10069.0
333,1333,Mobile v1,Electronics,2972.81,2352.8728,Completed,14892.0
334,1334,Laptop v1,Electronics,3463.37,2950.7906,Completed,12477.0
335,1335,Notebook v1,Office Supplies,1226.03,995.1766,Completed,11864.0
337,1337,Table v1,Furniture,3724.93,3199.5818,Completed,10242.0
338,1338,Jeans v1,Clothing,790.58,878.5926000000001,Completed,14646.0
340,1340,Pen v1,Office Supplies,622.19,500.40259999999995,Completed,12662.0
341,1341,Printer v1,Office Supplies,6146.97,5548.100399999999,Completed,10896.0
342,1342,Vacuum v1,Home Appliances,2786.2,2357.935,Completed,13261.0
343,1343,Mixer v1,Home Appliances,5221.7,4916.446399999999,Completed,14796.0
344,1344,Laptop v1,Electronics,6529.44,5302.2474,Completed,11344.0
345,1345,Headphones v1,Electronics,2991.78,3300.0942,Completed,11185.0
347,1347,Marker v1,Office Supplies,645.61,577.1143999999999,Completed,14568.0
348,1348,Laptop v1,Electronics,3875.43,3460.527,Completed,13416.0
351,1351,Shoes v1,Clothing,4005.64,3155.8156,Completed,14078.0
352,1352,Mobile v1,Electronics,3490.94,3734.4168,Completed,10373.0
353,1353,Jacket v1,Clothing,2038.87,1854.2402,Completed,13245.0
354,1354,Shoes v1,Clothing,4134.04,3851.1659999999997,Completed,13392.0
355,1355,Mixer v1,Home Appliances,4876.35,4081.5256,Completed,10256.0
357,1357,Jeans v1,Clothing,5524.74,4656.551399999999,Completed,13954.0
358,1358,Jacket v1,Clothing,6077.58,4871.6064,Completed,13176.0
359,1359,Tablet v1,Electronics,844.12,714.136,Completed,11720.0
360,1360,Tablet v1,Electronics,1522.75,1700.1675999999998,Completed,11693.0
361,1361,Microwave v1,Home Appliances,2359.79,1918.385,Completed,10238.0
365,1365,Mixer v1,Home Appliances,3103.54,2783.3604,Completed,11303.0
366,1366,Marker v1,Office Supplies,3949.02,4131.474999999999,Completed,14852.0
368,1368,Desk v1,Furniture,2028.16,1803.4765999999997,Completed,12594.0
369,1369,,Clothing,6077.49,5821.4946,Completed,14497.0
370,1370,Shirt v1,Clothing,4346.16,4178.2501999999995,Completed,13566.0
371,1371,Shoes v1,Clothing,6740.8,5885.2854,Completed,10129.0
372,1372,Laptop v1,Electronics,6103.93,5284.689,Completed,14174.0
373,1373,Mixer v1,Home Appliances,1607.57,1486.8826,Completed,10311.0
374,1374,Table v1,Furniture,701.08,570.353,Completed,10640.0
378,1378,Mixer v1,Home Appliances,6379.08,5711.1882,Completed,13139.0
380,1380,Printer v1,Office Supplies,6145.18,5424.2122,Completed,12215.0
382,1382,Jacket v1,Clothing,235.88,255.03339999999997,Completed,10983.0
384,1384,Shirt v1,Clothing,1863.27,2041.4117999999999,Completed,14029.0
385,1385,Sofa v1,Furniture,4750.64,3837.7848,Completed,10577.0
386,1386,Mobile v1,Electronics,1010.13,994.5984,Completed,14020.0
388,1388,Shirt v1,Clothing,3698.12,3863.5323999999996,Completed,13196.0
391,1391,Notebook v1,Office Supplies,443.04,382.8274,Completed,10410.0
392,1392,Mobile v1,Electronics,4001.52,3558.1602,Completed,13294.0
393,1393,Laptop v1,Electronics,770.19,816.1469999999999,Completed,11352.0
394,1394,Pen v1,Office Supplies,521.93,584.7372,Completed,13900.0
399,1399,Headphones v1,Electronics,4977.69,5266.811999999999,Completed,13060.0
400,1400,Jeans v1,Clothing,3395.26,3406.0227999999997,Completed,11403.0
401,1401,Desk v1,Furniture,5460.57,5073.0206,Completed,13791.0
402,1402,Pen v1,Office Supplies,5572.76,5311.6874,Completed,14131.0
403,1403,Marker v1,Office Supplies,2994.28,3347.1762,Completed,12424.0
404,1404,,Office Supplies,5603.22,4580.748199999999,Completed,13804.0
406,1406,Mobile v1,Electronics,2543.02,2808.6713999999997,Completed,11678.0
407,1407,Desk v1,Furniture,5744.56,5309.8466,Completed,13055.0
409,1409,Shirt v1,Clothing,956.29,988.1792,Completed,14436.0
410,1410,Jeans v1,Clothing,5047.44,5158.7122,Completed,12809.0
412,1412,Pen v1,Office Supplies,3082.56,3213.199,Completed,10958.0
413,1413,Chair v1,Furniture,1032.64,973.4173999999999,Completed,10205.0
414,1414,Chair v1,Furniture,4493.05,4196.9178,Completed,14631.0
415,1415,Laptop v1,Electronics,294.13,261.37,Completed,12674.0
417,1417,Pen v1,Office Supplies,2102.48,2350.5009999999997,Completed,14596.0
418,1418,Jeans v1,Clothing,4999.28,5301.15,Completed,11703.0
419,1419,Notebook v1,Office Supplies,3788.96,3811.5769999999998,Completed,14653.0
420,1420,Notebook v1,Office Supplies,2068.6,1875.2323999999999,Completed,10021.0
421,1421,Shoes v1,Clothing,6088.71,5361.0822,Completed,10547.0
422,1422,Notebook v1,Office Supplies,3905.21,4355.958199999999,Completed,12619.0
423,1423,Printer v1,Office Supplies,2045.28,1804.397,Completed,11502.0
424,1424,Jacket v1,Clothing,3284.78,3208.0188,Completed,12306.0
425,1425,Desk v1,Furniture,5200.4,4715.303599999999,Completed,13773.0
426,1426,Jacket v1,Clothing,5882.03,5262.3988,Completed,10972.0
428,1428,Notebook v1,Office Supplies,573.4,501.0398,Completed,11639.0
429,1429,Fan v1,Home Appliances,6012.09,5062.4124,Completed,10560.0
430,1430,Jeans v1,Clothing,668.94,688.6007999999999,Completed,14829.0
431,1431,Pen v1,Office Supplies,974.89,770.4692,Completed,11114.0
432,1432,Shoes v1,Clothing,1966.67,1757.846,Completed,13337.0
434,1434,Tablet v1,Electronics,1546.04,1275.9222,Completed,13480.0
435,1435,Printer v1,Office Supplies,3764.39,3605.5018,Completed,13725.0
436,1436,Mobile v1,Electronics,2698.49,2998.2148,Completed,12481.0
437,1437,Pen v1,Office Supplies,3243.61,2996.8577999999998,Completed,10259.0
440,1440,Mixer v1,Home Appliances,2504.21,2135.21,Completed,13508.0
441,1441,Table v1,Furniture,499.76,496.72099999999995,Completed,12672.0
442,1442,Shirt v1,Clothing,249.17,246.5728,Completed,10801.0
443,1443,Jeans v1,Clothing,5533.07,5723.236,Completed,12173.0
445,1445,Jeans v1,Clothing,1706.49,1570.816,Completed,14229.0
447,1447,Jacket v1,Clothing,4007.12,4089.3962,Completed,10227.0
448,1448,Notebook v1,Office Supplies,1526.94,1694.8221999999998,Completed,10346.0
449,1449,Jacket v1,Clothing,6077.28,5303.144199999999,Completed,10917.0
450,1450,Fan v1,Home Appliances,1399.6,1494.5643999999998,Completed,11933.0
452,1452,Shirt v1,Clothing,4928.3,3946.9701999999997,Completed,12973.0
454,1454,Tablet v1,Electronics,2976.32,2841.8529999999996,Completed,11314.0
455,1455,Shoes v1,Clothing,3672.98,3826.4213999999997,Completed,11640.0
456,1456,Sofa v1,Furniture,3374.73,2883.9081999999994,Completed,12309.0
457,1457,Chair v1,Furniture,4356.67,3859.5676,Completed,11383.0
460,1460,Table v1,Furniture,167.12,177.6726,Completed,13142.0
461,1461,Tablet v1,Electronics,6818.79,5369.3658000000005,Completed,14134.0
462,1462,Laptop v1,Electronics,3772.01,3030.6648,Completed,14346.0
464,1464,Laptop v1,Electronics,1307.43,1447.0575999999999,Completed,10951.0
465,1465,Marker v1,Office Supplies,6112.64,5008.639799999999,Completed,12328.0
466,1466,Chair v1,Furniture,5351.18,5439.823600000001,Completed,12329.0
467,1467,Jeans v1,Clothing,3222.93,2779.0651999999995,Completed,10048.0
470,1470,Tablet v1,Electronics,2795.45,2693.5506,Completed,13462.0
471,1471,Fan v1,Home Appliances,1628.84,1414.5013999999999,Completed,14299.0
472,1472,Desk v1,Furniture,3150.42,3142.517,Completed,14206.0
473,1473,Jacket v1,Clothing,639.13,590.7906,Completed,11493.0
474,1474,Vacuum v1,Home Appliances,4884.68,4788.9002,Completed,14949.0
475,1475,Mobile v1,Electronics,3318.73,2876.7101999999995,Completed,12956.0
476,1476,Desk v1,Furniture,685.42,765.0766,Completed,11190.0
478,1478,Tablet v1,Electronics,4371.79,3763.0318,Completed,13994.0
479,1479,Chair v1,Furniture,3798.67,3450.7684,Completed,14054.0
480,1480,Jeans v1,Clothing,2872.31,2651.1531999999997,Completed,12404.0
481,1481,Pen v1,Office Supplies,3793.79,4111.6156,Completed,11281.0
482,1482,Desk v1,Furniture,2169.03,2192.5108,Completed,10522.0
483,1483,Jacket v1,Clothing,5038.05,4570.6828,Completed,10414.0
484,1484,Mobile v1,Electronics,822.1,727.4817999999999,Completed,12394.0
485,1485,Jacket v1,Clothing,5312.43,5024.5815999999995,Completed,13881.0
486,1486,Jeans v1,Clothing,2497.22,2556.3992,Completed,14229.0
488,1488,Shoes v1,Clothing,5099.71,4169.9666,Completed,12292.0
492,1492,Microwave v1,Home Appliances,2096.62,1763.1796,Completed,12029.0
493,1493,Laptop v1,Electronics,540.65,591.8172,Completed,10640.0
